,Open,High,Low,close
1614367800000,1.20851,1.20899,1.20842,1.20892
1614368700000,1.20891,1.20899,1.20764,1.20777
1614369600000,1.20779,1.20792,1.20732,1.20761
1614370500000,1.20762,1.20769,1.20726,1.20747
1614371400000,1.20746,1.2079,1.2074,1.20762
1614372300000,1.2076,1.20764,1.2065,1.20654
1614373200000,1.20655,1.20732,1.20621,1.20654
1614374100000,1.20655,1.20705,1.20647,1.20698
1614375000000,1.207,1.20715,1.20689,1.20698
1614375900000,1.20697,1.20746,1.20697,1.20704
1614376800000,1.20704,1.20704,1.20704,1.20704
1614377700000,1.20704,1.20704,1.20704,1.20704
1614378600000,1.20704,1.20704,1.20704,1.20704
1614379500000,1.20704,1.20704,1.20704,1.20704
1614380400000,1.20704,1.20704,1.20704,1.20704
1614381300000,1.20704,1.20704,1.20704,1.20704
1614382200000,1.20704,1.20704,1.20704,1.20704
1614383100000,1.20704,1.20704,1.20704,1.20704
1614470400000,1.20704,1.20704,1.20704,1.20704
1614471300000,1.20704,1.20704,1.20704,1.20704
1614472200000,1.20704,1.20704,1.20704,1.20704
1614473100000,1.20704,1.20704,1.20704,1.20704
1614474000000,1.20704,1.20704,1.20704,1.20704
1614474900000,1.20704,1.20704,1.20704,1.20704
1614475800000,1.20704,1.20704,1.20704,1.20704
1614476700000,1.20704,1.20704,1.20704,1.20704
1614477600000,1.20704,1.20704,1.20704,1.20704
1614478500000,1.20704,1.20704,1.20704,1.20704
1614479400000,1.20704,1.20704,1.20704,1.20704
1614480300000,1.20704,1.20704,1.20704,1.20704
1614481200000,1.20704,1.20704,1.20704,1.20704
1614482100000,1.20704,1.20704,1.20704,1.20704
1614483000000,1.20704,1.20704,1.20704,1.20704
1614483900000,1.20704,1.20704,1.20704,1.20704
1614484800000,1.20704,1.20704,1.20704,1.20704
1614485700000,1.20704,1.20704,1.20704,1.20704
1614486600000,1.20704,1.20704,1.20704,1.20704
1614487500000,1.20704,1.20704,1.20704,1.20704
1614488400000,1.20704,1.20704,1.20704,1.20704
1614489300000,1.20704,1.20704,1.20704,1.20704
1614490200000,1.20704,1.20704,1.20704,1.20704
1614491100000,1.20704,1.20704,1.20704,1.20704
1614492000000,1.20704,1.20704,1.20704,1.20704
1614492900000,1.20704,1.20704,1.20704,1.20704
1614493800000,1.20704,1.20704,1.20704,1.20704
1614494700000,1.20704,1.20704,1.20704,1.20704
1614495600000,1.20704,1.20704,1.20704,1.20704
1614496500000,1.20704,1.20704,1.20704,1.20704
1614497400000,1.20704,1.20704,1.20704,1.20704
1614498300000,1.20704,1.20704,1.20704,1.20704
1614499200000,1.20704,1.20704,1.20704,1.20704
1614500100000,1.20704,1.20704,1.20704,1.20704
1614501000000,1.20704,1.20704,1.20704,1.20704
1614501900000,1.20704,1.20704,1.20704,1.20704
1614502800000,1.20704,1.20704,1.20704,1.20704
1614503700000,1.20704,1.20704,1.20704,1.20704
1614504600000,1.20704,1.20704,1.20704,1.20704
1614505500000,1.20704,1.20704,1.20704,1.20704
1614506400000,1.20704,1.20704,1.20704,1.20704
1614507300000,1.20704,1.20704,1.20704,1.20704
1614508200000,1.20704,1.20704,1.20704,1.20704
1614509100000,1.20704,1.20704,1.20704,1.20704
1614510000000,1.20704,1.20704,1.20704,1.20704
1614510900000,1.20704,1.20704,1.20704,1.20704
1614511800000,1.20704,1.20704,1.20704,1.20704
1614512700000,1.20704,1.20704,1.20704,1.20704
1614513600000,1.20704,1.20704,1.20704,1.20704
1614514500000,1.20704,1.20704,1.20704,1.20704
1614515400000,1.20704,1.20704,1.20704,1.20704
1614516300000,1.20704,1.20704,1.20704,1.20704
1614517200000,1.20704,1.20704,1.20704,1.20704
1614518100000,1.20704,1.20704,1.20704,1.20704
1614519000000,1.20704,1.20704,1.20704,1.20704
1614519900000,1.20704,1.20704,1.20704,1.20704
1614520800000,1.20704,1.20704,1.20704,1.20704
1614521700000,1.20704,1.20704,1.20704,1.20704
1614522600000,1.20704,1.20704,1.20704,1.20704
1614523500000,1.20704,1.20704,1.20704,1.20704
1614524400000,1.20704,1.20704,1.20704,1.20704
1614525300000,1.20704,1.20704,1.20704,1.20704
1614526200000,1.20704,1.20704,1.20704,1.20704
1614527100000,1.20704,1.20704,1.20704,1.20704
1614528000000,1.20704,1.20704,1.20704,1.20704
1614528900000,1.20704,1.20704,1.20704,1.20704
1614529800000,1.20704,1.20704,1.20704,1.20704
1614530700000,1.20704,1.20704,1.20704,1.20704
1614531600000,1.20704,1.20704,1.20704,1.20704
1614532500000,1.20704,1.20704,1.20704,1.20704
1614533400000,1.20704,1.20704,1.20704,1.20704
1614534300000,1.20704,1.20704,1.20704,1.20704
1614535200000,1.20704,1.20704,1.20704,1.20704
1614536100000,1.20704,1.20704,1.20704,1.20704
1614537000000,1.20704,1.20704,1.20704,1.20704
1614537900000,1.20704,1.20704,1.20704,1.20704
1614538800000,1.20704,1.20704,1.20704,1.20704
1614539700000,1.20704,1.20704,1.20704,1.20704
1614540600000,1.20704,1.20704,1.20704,1.20704
1614541500000,1.20704,1.20704,1.20704,1.20704
1614542400000,1.20704,1.20704,1.20704,1.20704
1614543300000,1.20704,1.20704,1.20704,1.20704
1614544200000,1.20704,1.20704,1.20704,1.20704
1614545100000,1.20704,1.20704,1.20704,1.20704
1614546000000,1.20704,1.20704,1.20704,1.20704
1614546900000,1.20704,1.20704,1.20704,1.20704
1614547800000,1.20704,1.20704,1.20704,1.20704
1614548700000,1.20704,1.20704,1.20704,1.20704
1614549600000,1.20702,1.20775,1.20699,1.20771
1614550500000,1.2077,1.20778,1.20733,1.20755
1614551400000,1.20756,1.20764,1.20739,1.20748
1614552300000,1.20747,1.20762,1.20711,1.20748
1614553200000,1.20751,1.20857,1.20715,1.20796
1614554100000,1.20796,1.20866,1.20785,1.20865
1614555000000,1.20862,1.20919,1.20837,1.20902
1614555900000,1.20903,1.20913,1.20868,1.20903
