,Open,High,Low,Close,Volume
1614324600000,1.21387,1.214,1.21288,1.21317,3512.64
1614325500000,1.2132,1.2139,1.2131,1.21347,3362.3
1614326400000,1.21346,1.21461,1.21333,1.21445,4650.98
1614327300000,1.21444,1.21562,1.21431,1.21543,3148.49
1614328200000,1.21541,1.21594,1.21484,1.21526,3812.72
1614329100000,1.21524,1.21546,1.21454,1.21494,2572.02
1614330000000,1.21492,1.21507,1.2139,1.21398,2845.02
1614330900000,1.21399,1.21432,1.21357,1.21386,3138.05
1614331800000,1.21385,1.21448,1.21359,1.21389,2461.19
1614332700000,1.21389,1.2139,1.21227,1.21251,3805.31
1614333600000,1.21252,1.21291,1.21161,1.21192,5014.48
1614334500000,1.21192,1.21255,1.21148,1.21235,4921.35
1614335400000,1.21236,1.21282,1.21228,1.21262,3154.49
1614336300000,1.21262,1.21267,1.21137,1.21138,4605.7001
1614337200000,1.21139,1.21239,1.21102,1.21123,5606.27
1614338100000,1.21124,1.21155,1.20984,1.2105,5754.0799
1614339000000,1.2105,1.21052,1.20925,1.21005,5640.93
1614339900000,1.21005,1.21084,1.20964,1.21068,4784.22
1614340800000,1.21069,1.21114,1.2103,1.21067,4621.38
1614341700000,1.21068,1.21163,1.21061,1.21148,3867.45
1614342600000,1.21148,1.21214,1.21112,1.21155,5120.01
1614343500000,1.21155,1.2122,1.21135,1.21146,4254.84
1614344400000,1.21145,1.21204,1.21056,1.21202,6645.13
1614345300000,1.21204,1.21221,1.21082,1.21092,4635.33
1614346200000,1.21092,1.21249,1.21087,1.21222,5255.66
1614347100000,1.21222,1.2125,1.21143,1.21233,4556.68
1614348000000,1.21234,1.21317,1.21215,1.21234,5268.98
1614348900000,1.21233,1.21302,1.21159,1.21301,5395.4999
1614349800000,1.21299,1.21311,1.21215,1.21248,6789.71
1614350700000,1.21249,1.21377,1.21197,1.21245,7375.17
1614351600000,1.21248,1.21253,1.21091,1.21188,9054.08
1614352500000,1.21189,1.21216,1.21138,1.21177,8466.9
1614353400000,1.21177,1.2136,1.21143,1.21358,7872.94
1614354300000,1.21357,1.21413,1.21203,1.21388,9114.87
1614355200000,1.21384,1.21399,1.21085,1.21137,8076.8799
1614356100000,1.21138,1.21176,1.20909,1.20916,6869.97
1614357000000,1.20917,1.2106,1.20909,1.20955,5355.16
1614357900000,1.20952,1.20991,1.20902,1.20916,3933.89
1614358800000,1.20914,1.20939,1.2082,1.2085,4090.1599
1614359700000,1.20851,1.20878,1.20798,1.20811,3146.45
1614360600000,1.20809,1.20828,1.20753,1.2076,2711.46
1614361500000,1.2076,1.20809,1.20735,1.208,2959.53
1614362400000,1.20799,1.208,1.20717,1.20782,3910.06
1614363300000,1.20782,1.20862,1.20757,1.20849,2719
1614364200000,1.20849,1.20851,1.20803,1.20833,2152.36
1614365100000,1.20835,1.20863,1.20801,1.20831,2499.42
1614366000000,1.2083,1.20839,1.20774,1.20786,2607.19
1614366900000,1.20785,1.20855,1.20772,1.2085,1764.47
1614367800000,1.20851,1.20899,1.20842,1.20892,1436.62
1614368700000,1.20891,1.20899,1.20764,1.20777,3428.87
1614369600000,1.20779,1.20792,1.20732,1.20761,2189.3
1614370500000,1.20762,1.20769,1.20726,1.20747,1989.23
1614371400000,1.20746,1.2079,1.2074,1.20762,1894.8
1614372300000,1.2076,1.20764,1.2065,1.20654,2446.96
1614373200000,1.20655,1.20732,1.20621,1.20654,2664.445
1614374100000,1.20655,1.20705,1.20647,1.20698,612.17
1614375000000,1.207,1.20715,1.20689,1.20698,1074.55
1614375900000,1.20697,1.20746,1.20697,1.20704,5913.63
